|id|state|city|location|value
754|754|Connecticut|Manchester|06040|294
755|755|Connecticut|Manchester|06040|421
756|756|Connecticut|Manchester|06040|912
757|757|Connecticut|Manchester|06042|796
758|758|Connecticut|Manchester|06042|925
759|759|Connecticut|Manchester|06040|954
760|760|Connecticut|Manchester|06040|552
761|761|Connecticut|Manchester|06040|659
762|762|Connecticut|Manchester|06040|935
763|763|Connecticut|Manchester|06040|523
764|764|Connecticut|Manchester|06040|726
765|765|Connecticut|Manchester|06040|977
766|766|Connecticut|Manchester|06040|236
767|767|Connecticut|Manchester|06040|954
768|768|Connecticut|Manchester|06042|622
769|769|Connecticut|Manchester|06042|385
770|770|Connecticut|Manchester|06042|398
771|771|Connecticut|Manchester|06040|646
772|772|Connecticut|Manchester|06040|732
773|773|Connecticut|Manchester|06042|965
774|774|Connecticut|Manchester|06040|117
775|775|Connecticut|Manchester|06040|958
776|776|Connecticut|Manchester|06040|962
777|777|Connecticut|Manchester|06040|398
778|778|Connecticut|Manchester|06040|563
779|779|Connecticut|Manchester|06042|697
780|780|Connecticut|Manchester|06040|174
781|781|Connecticut|Manchester|06040|531
782|782|Connecticut|Manchester|06042|248
783|783|Connecticut|Manchester|06042|968
784|784|Connecticut|Manchester|06040|477
785|785|Connecticut|Manchester|06040|369
786|786|Connecticut|Manchester|06040|734
787|787|Connecticut|Manchester|06040|187
788|788|Connecticut|Manchester|06042|318
789|789|Connecticut|Manchester|06040|607
790|790|Connecticut|Manchester|06040|266
791|791|Connecticut|Manchester|06042|765
792|792|Connecticut|Manchester|06040|500
793|793|Connecticut|Manchester|06042|100
794|794|Connecticut|Manchester|06040|884
795|795|Connecticut|Manchester|06042|931
796|796|Connecticut|Manchester|06040|260
797|797|Connecticut|Manchester|06042|989
798|798|Connecticut|Manchester|06042|805
799|799|Connecticut|Manchester|06042|829
800|800|Connecticut|Manchester|06042|932
801|801|Connecticut|Manchester|06042|109
802|802|Connecticut|Manchester|06042|102
803|803|Connecticut|Manchester|06040|631
804|804|Connecticut|Manchester|06040|566
805|805|Connecticut|Manchester|06040|943
806|806|Connecticut|Manchester|06040|620
807|807|Connecticut|Manchester|06040|272
808|808|Connecticut|Manchester|06040|989
809|809|Connecticut|Manchester|06040|455
810|810|Connecticut|Manchester|06040|471
811|811|Connecticut|Manchester|06040|294
812|812|Connecticut|Manchester|06040|933
813|813|Connecticut|Manchester|06042|241
814|814|Connecticut|Manchester|06040|754
815|815|Connecticut|Manchester|06040|915
816|816|Connecticut|Manchester|06040|246
817|817|Connecticut|Manchester|06040|987
818|818|Connecticut|Manchester|06040|419
819|819|Connecticut|Manchester|06040|216
820|820|Connecticut|Manchester|06040|733
821|821|Connecticut|Manchester|06042|602
822|822|Connecticut|Manchester|06040|299
823|823|Connecticut|Manchester|06040|909
824|824|Connecticut|Manchester|06040|568
825|825|Connecticut|Manchester|06040|877
826|826|Connecticut|Manchester|06040|171
827|827|Connecticut|Manchester|06040|929
828|828|Connecticut|Manchester|06042|491
829|829|Connecticut|Manchester|06040|130
830|830|Connecticut|Manchester|06040|752
831|831|Connecticut|Groton|06340|190
832|832|Connecticut|Manchester|06040|631
833|833|Connecticut|Manchester|06040|831
834|834|Connecticut|Manchester|06040|670
835|835|Connecticut|Manchester|06040|514
836|836|Connecticut|Manchester|06040|710
837|837|Connecticut|Manchester|06042|885
838|838|Connecticut|Manchester|06042|854
839|839|Connecticut|Manchester|06040|124
840|840|Connecticut|Manchester|06040|734
841|841|Connecticut|Manchester|06042|824
842|842|Connecticut|Manchester|06040|686
843|843|Connecticut|Manchester|06040|388
844|844|Connecticut|Manchester|06042|562
845|845|Connecticut|Manchester|06042|130
846|846|Connecticut|Manchester|06040|110
847|847|Connecticut|Manchester|06040|949
848|848|Connecticut|Manchester|06042|797
849|849|Connecticut|Manchester|06042|606
850|850|Connecticut|Manchester|06040|756
851|851|Connecticut|Groton|06340|626
852|852|Connecticut|Manchester|06042|875
853|853|Connecticut|Manchester|06040|514
854|854|Connecticut|Manchester|06042|833
855|855|Connecticut|Manchester|06042|124
856|856|Connecticut|Manchester|06040|442
857|857|Connecticut|Manchester|06040|156
858|858|Connecticut|Manchester|06042|664
859|859|Connecticut|Manchester|06040|693
860|860|Connecticut|Manchester|06040|445
861|861|Connecticut|Manchester|06042|445
862|862|Connecticut|Manchester|06040|482
863|863|Connecticut|Manchester|06040|625
864|864|Connecticut|Manchester|06040|276
865|865|Connecticut|Manchester|06040|585
866|866|Connecticut|Manchester|06040|524
867|867|Connecticut|Manchester|06040|414
868|868|Connecticut|Manchester|06042|973
869|869|Connecticut|Manchester|06040|365
870|870|Connecticut|Groton|06340|191
871|871|Connecticut|Manchester|06040|602
872|872|Connecticut|Manchester|06040|274
873|873|Connecticut|Manchester|06040|543
874|874|Connecticut|Manchester|06042|692
875|875|Connecticut|Manchester|06040|100
876|876|Connecticut|Manchester|06042|804
877|877|Connecticut|Manchester|06040|900
878|878|Connecticut|Manchester|06040|425
879|879|Connecticut|Manchester|06040|118
880|880|Connecticut|Manchester|06040|148
881|881|Connecticut|Manchester|06042|944
882|882|Connecticut|Manchester|06042|184
883|883|Connecticut|Manchester|06042|669
884|884|Connecticut|Manchester|06042|245
885|885|Connecticut|Manchester|06040|123
886|886|Connecticut|Manchester|06042|425
887|887|Connecticut|Manchester|06042|650
888|888|Connecticut|Manchester|06040|791
889|889|Connecticut|Groton|06340|759
890|890|Connecticut|Manchester|06042|345
891|891|Connecticut|Manchester|06042|472
892|892|Connecticut|Manchester|06040|249
893|893|Connecticut|Manchester|06040|577
894|894|Connecticut|Manchester|06040|381
895|895|Connecticut|Manchester|06042|798
896|896|Connecticut|Manchester|06042|268
897|897|Connecticut|Manchester|06042|271
898|898|Connecticut|Manchester|06042|252
899|899|Connecticut|Manchester|06040|956
900|900|Connecticut|Manchester|06040|549
901|901|Connecticut|Manchester|06042|758
902|902|Connecticut|Manchester|06040|908
903|903|Connecticut|Manchester|06040|868
904|904|Connecticut|Manchester|06042|708
905|905|Connecticut|Manchester|06042|709
906|906|Connecticut|Manchester|06042|672
907|907|Connecticut|Manchester|06040|260
908|908|Connecticut|Manchester|06042|529
909|909|Connecticut|Manchester|06040|428
910|910|Connecticut|Manchester|06040|494
911|911|Connecticut|Manchester|06040|281
912|912|Connecticut|Manchester|06042|615
913|913|Connecticut|Manchester|06042|493
914|914|Vermont|Essex|05452|290
915|915|Vermont|West Windsor|05037|865
916|916|Vermont|Westmore|05860|482
917|917|Vermont|nan|05753|214
918|918|Vermont|Burlington|05401|948
919|919|Vermont|Alburgh|05440|398
920|920|Vermont|nan|05443|852
921|921|Vermont|Chester|05143|375
922|922|Vermont|nan|05468|493
923|923|Vermont|Essex|05452|334
924|924|Vermont|nan|05488|376
925|925|Vermont|nan|05468|657
926|926|Vermont|Windsor|05089|425
927|927|Vermont|Westmore|05860|700
928|928|Vermont|Walden|05836|817
929|929|Vermont|New Haven|05472|101
930|930|Vermont|Randolph|05060|692
931|931|Vermont|Castleton|05735|197
932|932|Vermont|nan|05488|616
933|933|Vermont|Saint Albans City|05478|666
934|934|Vermont|Springfield|05156|538
935|935|Vermont|Saint Albans City|05478|844
936|936|Vermont|Hartford|05001|985
937|937|Vermont|Poultney|05764|252
938|938|Vermont|Wilmington|05363|454
939|939|Vermont|Rutland|05701|616
940|940|Vermont|Essex|05452|103
941|941|Vermont|Hinesburg|05461|998
942|942|Vermont|Stratton|05360|625
943|943|Vermont|Vershire|05079|757
944|944|Vermont|Newport|05855|132
945|945|Vermont|Town of Rockingham|05101|213
946|946|Vermont|Windham|05359|619
947|947|Vermont|Barre|05641|586
948|948|Vermont|Saint Albans Town|05488|665
949|949|Vermont|Fairfax|05454|418
950|950|Vermont|Hartford|05001|217
951|951|Vermont|Lowell|05847|300
952|952|Vermont|South Burlington|05403|441
953|953|Vermont|Waterbury Center|05677|883
954|954|Vermont|Proctor|05765|487
955|955|Vermont|Brighton|05846|917
956|956|Vermont|Essex|05452|777
957|957|Vermont|Rutland|05701|501
958|958|Vermont|Huntington|05462|290
959|959|Vermont|Barre|05641|435
960|960|Vermont|Morristown|05661|695
961|961|Vermont|nan|05149|834
962|962|Vermont|Colchester|05446|899
963|963|Vermont|Burlington|05401|991
964|964|Vermont|Burlington|05408|543
965|965|Vermont|Woodford|05201|839
966|966|Vermont|Reading|05062|648
967|967|Vermont|Bristol|05443|500
968|968|Vermont|Shaftsbury|05262|351
969|969|Vermont|Groton|05046|712
970|970|Vermont|nan|05150|294
971|971|Vermont|Derby|05829|647
972|972|Vermont|Williston|05495|532
973|973|Vermont|Montpelier|05602|312
974|974|Vermont|Waitsfield|05673|232
975|975|Vermont|Hartford|05001|871
976|976|Vermont|Wolcott|05680|503
977|977|Vermont|Burke|05871|787
978|978|Vermont|Poultney|05764|372
979|979|Vermont|Barnard|05068|521
980|980|Vermont|Colchester|05446|134
981|981|Vermont|Colchester|05446|398
982|982|Vermont|nan|05156|267
983|983|Vermont|Bethel|05032|153
984|984|Vermont|Stowe|05672|367
985|985|Vermont|Saint Albans City|05478|550
986|986|Vermont|Charlotte|05445|512
987|987|Vermont|Underhill|05489|119
988|988|Vermont|Highgate|05459|961
989|989|Vermont|Chester|05143|344
990|990|Vermont|nan|05647|250
991|991|Vermont|nan|05488|166
992|992|Vermont|Maidstone|05905|868
993|993|Vermont|Alburgh|05440|980
994|994|Vermont|Colchester|05446|721
995|995|Vermont|Townshend|05359|440
996|996|Vermont|Bolton|05676|591
997|997|Vermont|Essex|05452|867
998|998|Vermont|West Brattleboro|05301|816
999|999|Vermont|nan|05443|950
1000|1000|Vermont|nan|05733|459
1001|1001|Vermont|Westmore|05860|188
1002|1002|Vermont|Shelburne|05482|805
1003|1003|Vermont|Rutland|05701|795
1004|1004|Vermont|Springfield|05156|481
1005|1005|Vermont|nan|05250|454
1006|1006|Vermont|Ludlow|05149|406
1007|1007|Vermont|Fair Haven|05743|233
1008|1008|Vermont|Greensboro|05841|572
1009|1009|Vermont|Hartford|05001|456
1010|1010|Vermont|Moretown|05660|667
1011|1011|Vermont|Windsor|05089|854
1012|1012|Vermont|Woodbury|05650|991
1013|1013|Vermont|Shelburne|05482|343
1014|1014|Vermont|Williamstown|05679|410
1015|1015|Vermont|Thetford|05075|608
1016|1016|Vermont|Danville|05873|175
1017|1017|Vermont|Newport|05855|550
1018|1018|Vermont|Burlington|05408|872
1019|1019|Vermont|Williston|05495|208
1020|1020|Vermont|Saint Johnsbury|05819|231
1021|1021|Vermont|Woodford|05201|604
1022|1022|Vermont|Franklin|05457|367
1023|1023|Vermont|Newfane|05345|745
1024|1024|Vermont|Bristol|05443|248
1025|1025|Vermont|Hartford|05001|765
1026|1026|Vermont|Hinesburg|05461|213
1027|1027|Vermont|Colchester|05446|779
1028|1028|Vermont|Guildhall|05905|555
1029|1029|Vermont|Colchester|05446|264
1030|1030|Vermont|Richford|05476|127
1031|1031|Vermont|Vergennes|05491|720
1032|1032|Vermont|nan|05033|534
1033|1033|Vermont|Plymouth|05056|159
1034|1034|Vermont|Shelburne|05482|427
1035|1035|Vermont|East Haven|05837|275
1036|1036|Vermont|Warren|05674|725
1037|1037|Vermont|Richmond|05477|698
1038|1038|Vermont|nan|05468|527
1039|1039|Vermont|Burlington|05401|929
1040|1040|Vermont|Castleton|05732|146
1041|1041|Vermont|Middlebury|05753|175
1042|1042|Vermont|Burlington|05408|273
1043|1043|Vermont|South Burlington|05403|605
1044|1044|Vermont|Brookfield|05036|826
1045|1045|Vermont|Pittsford|05763|571
1046|1046|Vermont|Barre|05641|952
1047|1047|Vermont|Stowe|05672|803
1048|1048|Vermont|Woodford|05201|642
1049|1049|Vermont|Washington|05675|944
1050|1050|Vermont|Hartland|05048|290
1051|1051|Vermont|Saint Albans City|05478|877
1052|1052|Vermont|Weathersfield|05151|393
1053|1053|Vermont|Swanton|05488|808
1054|1054|Vermont|Barre|05641|701
1055|1055|Vermont|Lyndon|05851|702
1056|1056|Vermont|Lunenburg|05906|669
1057|1057|Vermont|Belvidere|05442|116
1058|1058|Vermont|Fairlee|05045|751
1059|1059|Vermont|Burke|05871|587
1060|1060|Vermont|South Burlington|05403|135
1061|1061|Vermont|Rutland|05701|249
1062|1062|Vermont|Thetford|05043|825
1063|1063|Vermont|nan|05465|884
1064|1064|Vermont|Wolcott|05680|347
1065|1065|Vermont|Groton|05046|648
1066|1066|Vermont|Danville|05828|671
1067|1067|Vermont|Wheelock|05851|393
1068|1068|Vermont|Woodford|05201|512
1069|1069|Vermont|Readsboro|05350|667
1070|1070|Vermont|Hartford|05001|965
1071|1071|Vermont|Guilford|05301|241
1072|1072|Vermont|Mount Tabor|05739|554
1073|1073|Vermont|Barre|05641|995
1074|1074|Vermont|Saint Albans City|05478|504
1075|1075|Vermont|Williston|05495|999
1076|1076|Vermont|Barre|05641|415
1077|1077|Vermont|Dummerston|05301|143
1078|1078|Vermont|Burlington|05401|723
1079|1079|Vermont|Westford|05494|115
1080|1080|Vermont|Pawlet|05761|141
1081|1081|Vermont|Barre|05641|410
1082|1082|Vermont|Hyde Park|05655|772
1083|1083|Vermont|Colchester|05446|182
1084|1084|Vermont|Colchester|05446|657
1085|1085|Vermont|Sheffield|05866|773
1086|1086|Vermont|Moretown|05660|227
1087|1087|Vermont|Rutland|05701|410
1088|1088|Vermont|Burke|05832|430
1089|1089|Arizona|Glendale|85306|176
1090|1090|Arizona|Glendale|85305|840
1091|1091|Arizona|Glendale|85306|992
1092|1092|Arizona|Glendale|85308|227
1093|1093|Arizona|Glendale|85308|696
1094|1094|Arizona|Glendale|85305|429
1095|1095|Arizona|Glendale|85301|519
1096|1096|Arizona|Glendale|85301|913
1097|1097|Arizona|Glendale|85308|466
1098|1098|Arizona|Glendale|85301|335
1099|1099|Arizona|Glendale|85301|388
1100|1100|Arizona|Glendale|85308|669
1101|1101|Arizona|Glendale|85302|872
1102|1102|Arizona|Glendale|85301|270
1103|1103|Arizona|Glendale|85301|497
1104|1104|Arizona|Glendale|85301|754
1105|1105|Arizona|Litchfield Park|85340|869
1106|1106|Arizona|Glendale|85302|121
1107|1107|Arizona|Glendale|85308|952
1108|1108|Arizona|Glendale|85306|309
1109|1109|Arizona|Glendale|85308|199
1110|1110|Arizona|Glendale|85301|904
1111|1111|Arizona|Glendale|85301|822
1112|1112|Arizona|Glendale|85308|163
1113|1113|Arizona|Glendale|85310|476
1114|1114|Arizona|Glendale|85301|281
1115|1115|Arizona|Glendale|85301|450
1116|1116|Arizona|Glendale|85301|389
1117|1117|Arizona|Litchfield Park|85340|282
1118|1118|Arizona|Glendale|85301|733
1119|1119|Arizona|Glendale|85304|685
1120|1120|Arizona|Glendale|85301|239
1121|1121|Arizona|Glendale|85302|174
1122|1122|Arizona|Glendale|85308|614
1123|1123|Arizona|Glendale|85305|912
1124|1124|Arizona|Glendale|85310|465
1125|1125|Arizona|Glendale|85310|361
1126|1126|Arizona|Glendale|85308|211
1127|1127|Arizona|Glendale|85303|251
1128|1128|Arizona|Glendale|85302|580
1129|1129|Arizona|Glendale|85304|248
1130|1130|Arizona|Glendale|85303|318
1131|1131|Arizona|Glendale|85310|328
1132|1132|Arizona|Mesa|85201|123
1133|1133|Arizona|Glendale|85301|480
1134|1134|Arizona|Glendale|85302|818
1135|1135|Arizona|Glendale|85306|305
1136|1136|Arizona|Glendale|85302|743
1137|1137|Arizona|Waddell|85355|943
1138|1138|Arizona|Glendale|85303|623
1139|1139|Arizona|Glendale|85303|297
1140|1140|Arizona|Glendale|85308|868
1141|1141|Arizona|Glendale|85306|236
1142|1142|Arizona|Litchfield Park|85340|949
1143|1143|Arizona|Glendale|85303|466
1144|1144|Arizona|Glendale|85301|933
1145|1145|Arizona|Glendale|85301|579
1146|1146|Arizona|Glendale|85308|642
1147|1147|Arizona|Glendale|85301|134
1148|1148|Arizona|Glendale|85302|789
1149|1149|Arizona|Glendale|85306|368
1150|1150|Arizona|Glendale|85305|718
1151|1151|Arizona|Glendale|85306|140
1152|1152|Arizona|Glendale|85301|800
1153|1153|Arizona|Peoria|85382|253
1154|1154|Arizona|Glendale|85302|487
1155|1155|Arizona|Glendale|85302|210
1156|1156|Arizona|Glendale|85305|469
1157|1157|Arizona|Glendale|85301|537
1158|1158|Arizona|Glendale|85302|768
1159|1159|Arizona|Glendale|85308|593
1160|1160|Arizona|Glendale|85308|741
1161|1161|Arizona|Glendale|85306|196
1162|1162|Arizona|Glendale|85301|870
1163|1163|Arizona|Glendale|85303|863
1164|1164|Arizona|Glendale|85305|167
1165|1165|Arizona|Glendale|85305|387
1166|1166|Arizona|Glendale|85301|332
1167|1167|Arizona|Glendale|85310|312
1168|1168|Arizona|Glendale|85305|243
1169|1169|Arizona|Glendale|85310|553
1170|1170|Arizona|Glendale|85301|216
1171|1171|Arizona|Glendale|85301|779
1172|1172|Arizona|Glendale|85308|979
1173|1173|Arizona|Glendale|85304|369
1174|1174|Arizona|Glendale|85304|386
1175|1175|Arizona|Glendale|85306|712
1176|1176|Arizona|Glendale|85301|586
1177|1177|Arizona|Litchfield Park|85340|813
1178|1178|Arizona|Glendale|85304|936
1179|1179|Arizona|Glendale|85301|526
1180|1180|Arizona|Glendale|85301|133
1181|1181|Arizona|Glendale|85306|351
1182|1182|Arizona|Glendale|85303|582
1183|1183|Arizona|Glendale|85303|339
1184|1184|Arizona|Glendale|85302|690
1185|1185|Arizona|Glendale|85306|232
1186|1186|Arizona|Glendale|85308|973
1187|1187|Arizona|Glendale|85302|995
1188|1188|Arizona|Glendale|85301|668
1189|1189|Arizona|Waddell|85355|629
1190|1190|Arizona|Glendale|85308|121
1191|1191|Arizona|Glendale|85303|922
1192|1192|Arizona|Glendale|85308|761
1193|1193|Arizona|Glendale|85301|887
1194|1194|Arizona|Glendale|85303|491
1195|1195|Arizona|Glendale|85302|897
1196|1196|Arizona|Glendale|85306|803
1197|1197|Arizona|Glendale|85304|690
1198|1198|Arizona|Glendale|85308|318
1199|1199|Arizona|Glendale|85302|294
1200|1200|Arizona|Glendale|85306|630
1201|1201|Arizona|Litchfield Park|85340|688
1202|1202|Arizona|Glendale|85301|272
1203|1203|Arizona|Glendale|85308|801
1204|1204|Arizona|Glendale|85301|405
1205|1205|Arizona|Glendale|85308|219
1206|1206|Arizona|Glendale|85303|776
1207|1207|Arizona|Glendale|85304|810
1208|1208|Arizona|Glendale|85301|614
1209|1209|Arizona|Mesa|85208|152
1210|1210|Arizona|Glendale|85310|574
1211|1211|Arizona|Glendale|85304|357
1212|1212|Arizona|Glendale|85306|993
1213|1213|Arizona|Glendale|85308|814
1214|1214|Arizona|Glendale|85301|235
1215|1215|Arizona|Glendale|85301|880
1216|1216|Arizona|Glendale|85308|526
1217|1217|Arizona|Mesa|85205|331
1218|1218|Arizona|Glendale|85307|837
1219|1219|Arizona|Glendale|85301|770
1220|1220|Arizona|Glendale|85308|585
1221|1221|Arizona|Glendale|85301|560
1222|1222|Arizona|Glendale|85304|899
1223|1223|Arizona|Glendale|85308|463
1224|1224|Arizona|Glendale|85308|615
1225|1225|Arizona|Litchfield Park|85340|616
1226|1226|Arizona|Glendale|85304|606
1227|1227|Arizona|Glendale|85306|302
1228|1228|Arizona|Glendale|85302|887
1229|1229|Arizona|Glendale|85302|845
1230|1230|Arizona|Glendale|85302|804
1231|1231|Arizona|Glendale|85301|786
1232|1232|Arizona|Glendale|85301|851
1233|1233|Arizona|Glendale|85301|972
1234|1234|Arizona|Glendale|85306|277
1235|1235|Arizona|Peoria|85382|523
1236|1236|Arizona|Glendale|85308|265
1237|1237|Arizona|Glendale|85304|881
1238|1238|Arizona|Glendale|85303|623
1239|1239|Arizona|Glendale|85302|848
1240|1240|Arizona|Glendale|85301|391
1241|1241|Arizona|Glendale|85304|386
1242|1242|Arizona|Glendale|85301|540
1243|1243|Arizona|Litchfield Park|85340|195
1244|1244|Arizona|Glendale|85303|630
1245|1245|Arizona|Glendale|85308|281
1246|1246|Arizona|Glendale|85308|260
1247|1247|Arizona|Mesa|85209|894
1248|1248|Arizona|Glendale|85308|643
1249|1249|Arizona|Glendale|85308|132
1250|1250|Arizona|Glendale|85304|499
1251|1251|Arizona|Peoria|85382|289
1252|1252|Arizona|Litchfield Park|85340|774
1253|1253|Arizona|Glendale|85303|461
1254|1254|Arizona|Glendale|85308|439
1255|1255|Arizona|Glendale|85304|835
1256|1256|Arizona|Glendale|85301|526
1257|1257|Arizona|Glendale|85302|443
1258|1258|Arizona|Glendale|85301|289
1259|1259|Arizona|Glendale|85308|199
1260|1260|Arizona|Litchfield Park|85340|294
1261|1261|Arizona|Waddell|85355|324
1262|1262|Arizona|Glendale|85301|186
1263|1263|Arizona|Glendale|85305|172
1264|1264|Arizona|Peoria|85382|398
1265|1265|Arizona|Glendale|85303|635
1266|1266|Arizona|Glendale|85301|966
1267|1267|Arizona|Glendale|85304|187
1268|1268|Arizona|Glendale|85301|362
1269|1269|Arizona|Glendale|85301|264
1270|1270|Arizona|Glendale|85302|949
1271|1271|Arizona|Glendale|85308|262
1272|1272|Arizona|Glendale|85303|962
1273|1273|Arizona|Glendale|85308|585
1274|1274|Arizona|Glendale|85301|826
1275|1275|Arizona|Glendale|85308|453
1276|1276|Arizona|Glendale|85306|994
1277|1277|Arizona|Glendale|85301|445
1278|1278|Arizona|Glendale|85308|477
1279|1279|Arizona|Glendale|85308|952
1280|1280|Arizona|Glendale|85303|975
1281|1281|Arizona|Glendale|85301|190
1282|1282|Arizona|Glendale|85301|230
1283|1283|Arizona|Glendale|85308|441
1284|1284|Arizona|Glendale|85304|137
1285|1285|Arizona|Glendale|85306|408
1286|1286|Arizona|Glendale|85306|137
1287|1287|Arizona|Glendale|85310|270
1288|1288|Tennessee|Nashville|37209|991
1289|1289|Tennessee|Nashville|37206|772
1290|1290|Tennessee|Nashville|37076|179
1291|1291|Tennessee|Nashville|37211|970
1292|1292|Tennessee|Nashville|37013|167
1293|1293|Tennessee|Nashville|37203|162
1294|1294|Tennessee|Nashville|37211|535
1295|1295|Tennessee|Brentwood|37027|720
1296|1296|Tennessee|Nashville|37211|765
1297|1297|Tennessee|Nashville|37013|473
1298|1298|Tennessee|Nashville|37211|279
1299|1299|Tennessee|Nashville|37214|913
1300|1300|Tennessee|Brentwood|37027|191
1301|1301|Tennessee|Nashville|37217|897
1302|1302|Tennessee|Nashville|37207|970
1303|1303|Tennessee|Nashville|37076|544
1304|1304|Tennessee|Nashville|37013|193
1305|1305|Tennessee|Nashville|37211|344
1306|1306|Tennessee|Nashville|37215|733
1307|1307|Tennessee|Nashville|37204|506
1308|1308|Tennessee|Nashville|37207|412
1309|1309|Tennessee|Nashville|37212|899
1310|1310|Tennessee|Nashville|37214|880
1311|1311|Tennessee|Nashville|37211|991
1312|1312|Tennessee|Nashville|37013|462
1313|1313|Tennessee|Nashville|37221|128
1314|1314|Tennessee|Nashville|37209|317
1315|1315|Tennessee|Nashville|37013|798
1316|1316|Tennessee|Nashville|37211|151
1317|1317|Tennessee|Nashville|37211|971
1318|1318|Tennessee|Brentwood|37027|650
1319|1319|Tennessee|Nashville|37013|171
1320|1320|Tennessee|Nashville|37211|902
1321|1321|Tennessee|Nashville|37211|262
1322|1322|Tennessee|Nashville|37209|781
1323|1323|Tennessee|Nashville|37115|736
1324|1324|Tennessee|Nashville|37221|836
1325|1325|Tennessee|Nashville|37218|336
1326|1326|Tennessee|Nashville|37115|327
1327|1327|Tennessee|Nashville|37218|861
1328|1328|Tennessee|Nashville|37203|672
1329|1329|Tennessee|Nashville|37211|742
1330|1330|Tennessee|Nashville|37076|578
1331|1331|Tennessee|Nashville|37203|931
1332|1332|Tennessee|Nashville|37138|840
1333|1333|Tennessee|Nashville|37207|483
1334|1334|Tennessee|Nashville|37221|976
1335|1335|Tennessee|Nashville|37211|618
1336|1336|Tennessee|Nashville|37013|544
1337|1337|Tennessee|Nashville|37211|740
1338|1338|Tennessee|Nashville|37206|926
1339|1339|Tennessee|Ashland City|37015|556
1340|1340|Tennessee|Nashville|37214|960
1341|1341|Tennessee|Nashville|37216|798
1342|1342|Tennessee|Nashville|37206|554
1343|1343|Tennessee|Nashville|37013|312
1344|1344|Tennessee|Mount Juliet|37122|340
1345|1345|Tennessee|Brentwood|37027|397
1346|1346|Tennessee|Nashville|37211|556
1347|1347|Tennessee|Goodlettsville|37072|736
1348|1348|Tennessee|Nashville|37221|716
1349|1349|Tennessee|Nashville|37211|572
1350|1350|Tennessee|Nashville|37013|365
1351|1351|Tennessee|Nashville|37208|146
1352|1352|Tennessee|Nashville|37217|925
1353|1353|Tennessee|Nashville|37210|483
1354|1354|Tennessee|Nashville|37205|819
1355|1355|Tennessee|Nashville|37208|529
1356|1356|Tennessee|Nashville|37221|875
1357|1357|Tennessee|Nashville|37212|693
1358|1358|Tennessee|Nashville|37208|929
1359|1359|Tennessee|Nashville|37211|274
1360|1360|Tennessee|Nashville|37207|211
1361|1361|Tennessee|Nashville|37221|772
1362|1362|Tennessee|Nashville|37215|450
1363|1363|Tennessee|Nashville|37138|613
1364|1364|Tennessee|Goodlettsville|37072|500
1365|1365|Tennessee|Nashville|37211|405
1366|1366|Tennessee|Nashville|37204|235
1367|1367|Tennessee|Nashville|37218|296
1368|1368|Tennessee|Nashville|37210|381
1369|1369|Tennessee|Nashville|37218|758
1370|1370|Tennessee|Nashville|37080|692
1371|1371|Tennessee|Goodlettsville|37072|640
1372|1372|Tennessee|Nashville|37204|544
1373|1373|Tennessee|Nashville|37221|478
1374|1374|Tennessee|Nashville|37209|275
1375|1375|Tennessee|Nashville|37217|233
1376|1376|Tennessee|Nolensville|37135|402
1377|1377|Tennessee|Nashville|37205|172
1378|1378|Tennessee|Nashville|37209|717
1379|1379|Tennessee|Nashville|37013|569
1380|1380|Tennessee|Nashville|37216|166
1381|1381|Tennessee|Nashville|37217|429
1382|1382|Tennessee|Nashville|37209|702
1383|1383|Tennessee|Nashville|37214|934
1384|1384|Tennessee|Nashville|37013|596
1385|1385|Tennessee|Nashville|37210|898
1386|1386|Tennessee|nan|37080|543
1387|1387|Tennessee|Nashville|37013|936
1388|1388|Tennessee|Brentwood|37027|521
1389|1389|Tennessee|Nashville|37217|432
1390|1390|Tennessee|Nashville|37211|119
1391|1391|Tennessee|Nashville|37207|400
1392|1392|Tennessee|Nashville|37213|432
1393|1393|Tennessee|Nashville|37214|991
1394|1394|Tennessee|Nashville|37208|151
1395|1395|Tennessee|Nashville|37208|810
1396|1396|Tennessee|Nashville|37207|297
1397|1397|Tennessee|Nashville|37207|549
1398|1398|Tennessee|Nashville|37207|886
1399|1399|Tennessee|Nashville|37138|280
1400|1400|Tennessee|Nashville|37211|887
1401|1401|Tennessee|Nashville|37206|951
1402|1402|Tennessee|Nashville|37205|894
1403|1403|Tennessee|Nashville|37211|188
1404|1404|Tennessee|Nashville|37221|829
1405|1405|Tennessee|Nashville|37217|384
1406|1406|Tennessee|Nashville|37210|859
1407|1407|Tennessee|Nashville|37214|132
1408|1408|Tennessee|Nashville|37205|445
1409|1409|Tennessee|Nashville|37211|198
1410|1410|Tennessee|Nashville|37207|746
1411|1411|Tennessee|Nashville|37013|365
1412|1412|Tennessee|Nashville|37218|288
1413|1413|Tennessee|Nashville|37218|750
1414|1414|Tennessee|Brentwood|37027|284
1415|1415|Tennessee|Nashville|37076|608
1416|1416|Tennessee|Nashville|37214|343
1417|1417|Tennessee|Nashville|37211|728
1418|1418|Tennessee|Nashville|37214|512
1419|1419|Tennessee|Nashville|37013|255
1420|1420|Tennessee|Nashville|37221|702
1421|1421|Tennessee|Nashville|37013|975
1422|1422|Tennessee|Brentwood|37027|332
1423|1423|Tennessee|Nashville|37211|189
1424|1424|Tennessee|Nashville|37189|425
1425|1425|Tennessee|Nashville|37221|909
